subdomain,ip_address,ip_range,notes
upcoming6.shopify.com,23.227.38.33
upcoming7.shopify.com,23.227.38.33
upcoming8.shopify.com,23.227.38.33
upcoming9.shopify.com,23.227.38.33
us-east-1-cselb.cs.shopify.com,23.227.38.33
us-west-2-cselb.cs.shopify.com,23.227.38.33
us.shopify.com,23.227.38.33
ux.shopify.com,23.227.38.33
v.shopify.com,23.227.38.33
vault.shopify.com,34.148.253.105
vision.shopify.com,185.146.173.20
weareopen.shopify.com,23.227.38.33
webdav.shopify.com,23.227.38.33
webinar-sept-30.shopify.com,23.227.38.33
wholesale.shopify.com,185.146.173.20
wholesale.shopify.com.au,185.146.173.20
wholesale.shopify.com.ng,185.146.173.20
wholesale.shopify.com.sg,185.146.173.20
wiki.shopify.com,185.146.173.20
win.shopify.com,185.146.173.20
windsor.shopify.com,23.227.38.33
ww.shopify.com,185.146.173.20
www.burst.shopify.com,185.146.173.20
www.exchange.shopify.com,23.227.38.33
www.shopify.com,172.64.145.93
www.shopify.com.au,185.146.173.20
www.shopify.com.cn,185.146.173.20
www.shopify.com.co,185.146.173.20
www.shopify.com.hk,185.146.173.20
www.shopify.com.mx,185.146.173.20
www.shopify.com.ng,185.146.173.20
www.shopify.com.ph,185.146.173.20
www.shopify.com.sg,185.146.173.20
www.smarter-tv.shopify.com,23.227.38.33
www.ux.shopify.com,23.227.38.33
